chrom,start,end,midpoint,window_size,P1,P2,P3,outgroup,D,Z,sites_used,ABBA,BABA,passes_qc,abs_D,abs_Z
CM017371.1,47650001,47750000,47700000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,47700001,47800000,47750000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,47750001,47850000,47800000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,47800001,47900000,47850000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,47850001,47950000,47900000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,47900001,48000000,47950000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,47950001,48050000,48000000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,48000001,48100000,48050000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,48050001,48150000,48100000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,48100001,48200000,48150000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,48150001,48250000,48200000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,48200001,48300000,48250000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,48250001,48350000,48300000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,48300001,48400000,48350000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,48350001,48450000,48400000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,48400001,48500000,48450000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,48450001,48550000,48500000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,48500001,48600000,48550000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,48550001,48650000,48600000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,48600001,48700000,48650000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,48650001,48750000,48700000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,48700001,48800000,48750000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,48750001,48850000,48800000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,48800001,48900000,48850000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,48850001,48950000,48900000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,48900001,49000000,48950000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,48950001,49050000,49000000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,49000001,49100000,49050000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,49050001,49150000,49100000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,49100001,49200000,49150000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,49150001,49250000,49200000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,49200001,49300000,49250000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,49250001,49350000,49300000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,49300001,49400000,49350000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,49350001,49450000,49400000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,49400001,49500000,49450000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,49450001,49550000,49500000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,49500001,49600000,49550000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,49550001,49650000,49600000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,49600001,49700000,49650000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,49650001,49750000,49700000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,49700001,49800000,49750000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,49750001,49850000,49800000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,49800001,49900000,49850000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,49850001,49950000,49900000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,49900001,50000000,49950000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,49950001,50050000,50000000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,50000001,50100000,50050000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,50050001,50150000,50100000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,50100001,50200000,50150000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,50150001,50250000,50200000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,50200001,50300000,50250000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,50250001,50350000,50300000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,50300001,50400000,50350000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,50350001,50450000,50400000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,50400001,50500000,50450000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,50450001,50550000,50500000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,50500001,50600000,50550000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,50550001,50650000,50600000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,50600001,50700000,50650000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,50650001,50750000,50700000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,50700001,50800000,50750000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,50750001,50850000,50800000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,50800001,50900000,50850000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,50850001,50950000,50900000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,50900001,51000000,50950000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,50950001,51050000,51000000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,51000001,51100000,51050000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,51050001,51150000,51100000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,51100001,51200000,51150000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,51150001,51250000,51200000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,51200001,51300000,51250000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,51250001,51350000,51300000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,51300001,51400000,51350000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,51350001,51450000,51400000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,51400001,51500000,51450000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,51450001,51550000,51500000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,51500001,51600000,51550000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,51550001,51650000,51600000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,51600001,51700000,51650000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,51650001,51750000,51700000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,51700001,51800000,51750000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,51750001,51850000,51800000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,51800001,51900000,51850000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,51850001,51950000,51900000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,51900001,52000000,51950000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,51950001,52050000,52000000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,52000001,52100000,52050000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,52050001,52150000,52100000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,52100001,52200000,52150000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,52150001,52250000,52200000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,52200001,52300000,52250000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,52250001,52350000,52300000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,52300001,52400000,52350000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,52350001,52450000,52400000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,52400001,52500000,52450000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,52450001,52550000,52500000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,52500001,52600000,52550000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,52550001,52650000,52600000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,52600001,52700000,52650000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,52650001,52750000,52700000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,52700001,52800000,52750000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,52750001,52850000,52800000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,52800001,52900000,52850000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,52850001,52950000,52900000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,52900001,53000000,52950000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,52950001,53050000,53000000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,53000001,53100000,53050000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,53050001,53150000,53100000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,53100001,53200000,53150000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,53150001,53250000,53200000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,53200001,53300000,53250000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,53250001,53350000,53300000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,53300001,53400000,53350000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,53350001,53450000,53400000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,53400001,53500000,53450000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,53450001,53550000,53500000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,53500001,53600000,53550000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,53550001,53650000,53600000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,53600001,53700000,53650000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,53650001,53750000,53700000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,53700001,53800000,53750000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,53750001,53850000,53800000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,53800001,53900000,53850000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,53850001,53950000,53900000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,53900001,54000000,53950000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,53950001,54050000,54000000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,54000001,54100000,54050000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,54050001,54150000,54100000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,54100001,54200000,54150000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,54150001,54250000,54200000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,54200001,54300000,54250000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,54250001,54350000,54300000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,54300001,54400000,54350000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,54350001,54450000,54400000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,54400001,54500000,54450000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,54450001,54550000,54500000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,54500001,54600000,54550000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,54550001,54650000,54600000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,54600001,54700000,54650000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,54650001,54750000,54700000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,54700001,54800000,54750000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,54750001,54850000,54800000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,54800001,54900000,54850000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,54850001,54950000,54900000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,54900001,55000000,54950000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,54950001,55050000,55000000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,55000001,55100000,55050000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,55050001,55150000,55100000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,55100001,55200000,55150000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,55150001,55250000,55200000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,55200001,55300000,55250000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,55250001,55350000,55300000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,55300001,55400000,55350000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,55350001,55450000,55400000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,55400001,55500000,55450000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,55450001,55550000,55500000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,55500001,55600000,55550000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,55550001,55650000,55600000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,55600001,55700000,55650000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,55650001,55750000,55700000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,55700001,55800000,55750000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,55750001,55850000,55800000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,55800001,55900000,55850000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,55850001,55950000,55900000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,55900001,56000000,55950000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,55950001,56050000,56000000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,56000001,56100000,56050000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,56050001,56150000,56100000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,56100001,56200000,56150000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,56150001,56250000,56200000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,56200001,56300000,56250000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,56250001,56350000,56300000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,56300001,56400000,56350000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,56350001,56450000,56400000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,56400001,56500000,56450000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,56450001,56550000,56500000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,56500001,56600000,56550000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,56550001,56650000,56600000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,56600001,56700000,56650000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,56650001,56750000,56700000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,56700001,56800000,56750000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,56750001,56850000,56800000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,56800001,56900000,56850000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,56850001,56950000,56900000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,56900001,57000000,56950000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,56950001,57050000,57000000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,57000001,57100000,57050000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,57050001,57150000,57100000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,57100001,57200000,57150000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,57150001,57250000,57200000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,57200001,57300000,57250000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,57250001,57350000,57300000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,57300001,57400000,57350000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,57350001,57450000,57400000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,57400001,57500000,57450000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,57450001,57550000,57500000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,57500001,57600000,57550000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,57550001,57650000,57600000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,57600001,57700000,57650000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,57650001,57750000,57700000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,57700001,57800000,57750000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,57750001,57850000,57800000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,57800001,57900000,57850000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,57850001,57950000,57900000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,57900001,58000000,57950000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,57950001,58050000,58000000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,58000001,58100000,58050000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,58050001,58150000,58100000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,58100001,58200000,58150000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,58150001,58250000,58200000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,58200001,58300000,58250000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,58250001,58350000,58300000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,58300001,58400000,58350000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,58350001,58450000,58400000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,58400001,58500000,58450000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,58450001,58550000,58500000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,58500001,58600000,58550000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,58550001,58650000,58600000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,58600001,58700000,58650000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,58650001,58750000,58700000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,58700001,58800000,58750000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,58750001,58850000,58800000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,58800001,58900000,58850000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,58850001,58950000,58900000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,58900001,59000000,58950000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,58950001,59050000,59000000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,59000001,59100000,59050000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,59050001,59150000,59100000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,59100001,59200000,59150000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,59150001,59250000,59200000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,59200001,59300000,59250000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,59250001,59350000,59300000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,59300001,59400000,59350000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,59350001,59450000,59400000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,59400001,59500000,59450000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,59450001,59550000,59500000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,59500001,59600000,59550000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,59550001,59650000,59600000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,59600001,59700000,59650000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,59650001,59750000,59700000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,59700001,59800000,59750000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,59750001,59850000,59800000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,59800001,59900000,59850000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,59850001,59950000,59900000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,59900001,60000000,59950000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,59950001,60050000,60000000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,60000001,60100000,60050000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,60050001,60150000,60100000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,60100001,60200000,60150000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,60150001,60250000,60200000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,60200001,60300000,60250000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,60250001,60350000,60300000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,60300001,60400000,60350000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,60350001,60450000,60400000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,60400001,60500000,60450000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,60450001,60550000,60500000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,60500001,60600000,60550000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,60550001,60650000,60600000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,60600001,60700000,60650000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,60650001,60750000,60700000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,60700001,60800000,60750000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,60750001,60850000,60800000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,60800001,60900000,60850000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,60850001,60950000,60900000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,60900001,61000000,60950000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,60950001,61050000,61000000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,61000001,61100000,61050000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,61050001,61150000,61100000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,61100001,61200000,61150000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,61150001,61250000,61200000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,61200001,61300000,61250000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
CM017371.1,61250001,61350000,61300000,100000,geei,phayrei,pileatus,entellus,,,0,0,0,False,,
